File ,Date/time ,ROI Ch,H/V,R1090,R1090_C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
sfrreg_example.jpg,2020-10-21 12:45:45,15 Y,Vertical, 0.88,  NaN, 32.1, 38.1,0.4829,0.4257,0.4472,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
sfrreg_example.jpg,2020-10-21 12:45:45,16 Y,Vertical, 0.91,  NaN, 36.8, 32.4,0.4787,0.4269,0.4351,,, , ,38% below-L of ctr,,,0.500,  NaN, 0.25,MTF30,0.55628,MTF20,0.62054,, ,  4.928, 0.0125, 0.7162,  0.0
sfrreg_example.jpg,2020-10-21 12:45:45,17 Y,perpendicular, 1.05,  NaN, 32.4, 24.4,0.4587,0.4223,0.3508,,, , ,83% below-L of ctr,,,0.500,  NaN, 0.91,MTF30,0.51502,MTF20,0.54851,, ,  8.660, 0.0124, 0.7305,  0.0
sfrreg_example.jpg,2020-10-21 12:45:45,18 Y,Vertical, 0.97,  NaN, 15.4, 10.4,0.4493,0.4284,0.3655,,, , ,78% below-L of ctr,,,0.500,  NaN, 1.06,MTF30,0.53039,MTF20,0.60685,, ,  7.402, 0.0124, 0.7244,  0.0
sfr_example.jpg,2020-10-21 14:23:50,1 Y,Horizontal, 1.58,  NaN, 14.5,  1.4,0.3296,0.3281,0.0659,,, , ,42% top-R of ctr, ,,0.500,  NaN, 0.86,MTF30,0.37359,,, 0.036, ,  6.392, 0.2493, 0.8183,  0.2
checkerboard_example.jpg,2020-10-21 14:23:34,1 Y,Horizontal, 1.38,  NaN,  0.4,-12.0,0.5383,0.5383,0.5216,,, , ,4.2% below ctr  0_0_V,,,0.500,  NaN, 0.00,MTF30,0.98832,,,, ,  0.000, 0.1114, 0.9486,  0.1
checkerboard_example.jpg,2020-10-21 14:23:34,2 Y,Horizontal, 2.53,  NaN,  7.9,-36.2,0.2037,0.2037,0.0687,,, , ,89% top-L of ctr  -9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.27693,,,, ,  0.000, 0.0106, 0.2751,  0.1
checkerboard_example.jpg,2020-10-21 14:23:34,3 Y,Horizontal, 2.95,  NaN,  1.2,-23.5,0.1748,0.1748,0.0245,,, , ,91% top-R of ctr  9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.23277,,,, ,  0.418, 0.0094, 0.2485,  0.1
checkerboard_example.jpg,2020-10-21 14:23:34,4 Y,Horizontal, 1.84,  NaN,  8.6,-24.1,0.3182,0.3182,0.3539,,, , ,89% below-L of ctr  -9_4_V,,,0.500,  NaN, 0.00,MTF30,0.39484,,,, ,  0.000, 0.0105, 0.2723,  0.0
checkerboard_example.jpg,2020-10-21 14:23:34,5 Y,Horizontal, 2.40,  NaN, 12.7,-31.0,0.1970,0.1970,0.0564,,, , ,91% below-R of ctr  9_4_V,,,0.500,  NaN, 0.00,MTF30,0.27133,,,, , -0.290, 0.0092, 0.2699,  0.0
sfrplus_example.jpg,2020-10-21 14:24:08,1 Y,Horizontal, 1.46,  NaN, 13.3,  3.7,0.3377,0.3336,0.0227, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,6.3% left of ctr  0_0_L, 100,,0.500,  NaN, 0.03,MTF30,0.38245,,, 0.035,0.6, -5.432, 0.1906, 0.8116,  0.1
sfrplus_example.jpg,2020-10-21 14:24:08,2 Y,Horizontal, 1.50,  NaN, 14.4,  2.1,0.3416,0.3392,0.0401, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% left of ctr  -4_0_R_E, 100,,0.500,  NaN, 0.94,MTF30,0.38958,,, 0.034,0.6, -5.577, 0.1807, 0.8096,  0.0
sfrplus_example.jpg,2020-10-21 14:24:08,3 Y,Horizontal, 1.75,  NaN, 12.8, -4.8,0.3083,0.3083,0.0753, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% right of ctr  4_0_L_E, 100,,0.500,  NaN, 1.17,MTF30,0.35307,,, 0.035,0.6, -5.004, 0.1987, 0.8219,  0.1
sfrplus_example.jpg,2020-10-21 14:24:08,4 Y,Horizontal, 1.35,  NaN, 13.5,  6.0,0.3509,0.3440,0.0490, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% top ctr  0_-2_L_E, 100,,0.500,  NaN, 0.07,MTF30,0.39882,,, 0.030,0.6, -5.482, 0.1961, 0.7989,  0.3
esfriso_example.jpg,2020-10-21 14:24:06,1 Y,Horizontal, 2.02,  NaN,  2.0,-25.7,0.2690,0.2688,0.1339,,, ,,6.9% left of ctr  0_0_L,,,0.500,  NaN, 0.10,MTF30,0.37818,,, 0.092,,  4.920, 0.3138, 0.4983,  0.9
sfrplus_example.jpg,2020-10-21 14:24:08,5 Y,Horizontal, 1.37,  NaN, 12.7,  4.4,0.3524,0.3470,0.0479, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% below ctr  0_2_L_E, 100,,0.500,  NaN, 0.09,MTF30,0.40158,,, 0.029,0.6, -5.411, 0.1686, 0.7971,  0.1
esfriso_example.jpg,2020-10-21 14:24:06,2 Y,Horizontal, 2.26,  NaN,  1.5,-31.8,0.2616,0.2616,0.0547,,, ,,7.1% right of ctr  0_0_R,,,0.500,  NaN, 0.30,MTF30,0.35435,,, 0.089,,  5.003, 0.3152, 0.5006,  1.0
sfrreg_example.jpg,2020-10-21 14:24:09,1 Y,Vertical, 0.74,  NaN, 39.3, 37.8,0.5166,0.4517,0.5544,,, , ,4.5% left of ctr,,,0.500,  NaN, 0.08,MTF30,0.60258,MTF20,1.01,, , -6.599, 0.0124, 0.7319,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,2 Y,Vertical, 0.91,  NaN, 36.1, 38.5,0.5183,0.4503,0.5552,,, , ,2.6% right of ctr,,,0.500,  NaN, 0.17,MTF30,0.63017,MTF20,0.75774,, , -6.471, 0.0117, 0.7548,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,3 Y,Vertical, 1.30,  NaN, 26.3, 16.3,0.3658,0.3461,0.1085,,, , ,42% top-L of ctr,,,0.500,  NaN, 0.17,MTF30,0.41921,MTF20,0.4546,, , -7.629, 0.0129, 0.7255,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,4 Y,Vertical, 1.19,  NaN, 12.1,  7.7,0.3899,0.3779,0.2479,,, , ,36% top-L of ctr,,,0.500,  NaN, 0.06,MTF30,0.46554,MTF20,0.5529,, , -7.255, 0.0124, 0.7554,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,5 Y,Vertical, 2.30,  NaN, 18.8, -9.8,0.3555,0.3532,0.1419,,, , ,81% top-L of ctr,,,0.500,  NaN, 1.07,MTF30,0.42256,MTF20,0.4661,, , -7.186, 0.0129, 0.7265,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,6 Y,Vertical, 2.30,  NaN,  2.2,-25.5,0.2749,0.2749,0.0880,,, , ,76% top-L of ctr,,,0.500,  NaN, 1.08,MTF30,0.37329,MTF20,0.4262,, , -6.986, 0.0118, 0.7354,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,7 Y,Vertical, 1.14,  NaN, 14.6,  5.6,0.4329,0.4192,0.3348,,, , ,35% top-R of ctr,,,0.500,  NaN, 0.25,MTF30,0.51637,MTF20,0.57307,, ,  4.593, 0.0126, 0.7351,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,8 Y,Vertical, 1.34,  NaN, 26.0, 14.2,0.3794,0.3621,0.1271,,, , ,40% top-R of ctr,,,0.500,  NaN, 0.10,MTF30,0.43376,MTF20,0.46881,, ,  4.628, 0.0121, 0.7246,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,9 Y,perpendicular, 4.47,  NaN,  3.3,-37.2,0.2546,0.2546,0.1177,,, , ,75% top-R of ctr,,,0.500,  NaN, 1.30,MTF30,0.33702,MTF20,0.38251,, ,  9.886, 0.0113, 0.7245,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,10 Y,perpendicular, 2.77,  NaN, 12.7,-21.1,0.3091,0.3091,0.1046,,, , ,80% top-R of ctr,,,0.500,  NaN, 1.20,MTF30,0.38936,MTF20,0.43873,, , 10.524, 0.0123, 0.7263,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,11 Y,Vertical, 0.91,  NaN, 31.3, 29.0,0.4987,0.4371,0.4969,,, , ,36% below-R of ctr,,,0.500,  NaN, 0.16,MTF30,0.61075,MTF20,0.68685,, ,  6.299, 0.0126, 0.7274,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,12 Y,Vertical, 0.92,  NaN, 31.1, 28.9,0.4558,0.4115,0.3657,,, , ,42% below-R of ctr,,,0.500,  NaN, 0.19,MTF30,0.53218,MTF20,0.62078,, ,  5.477, 0.0125, 0.7379,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,13 Y,Vertical, 1.00,  NaN, 19.3, 12.0,0.4529,0.4186,0.4140,,, , ,75% below-R of ctr,,,0.500,  NaN, 0.74,MTF30,0.55747,MTF20,0.60979,, ,  7.320, 0.0125, 0.7414,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,14 Y,Vertical, 1.06,  NaN, 35.6, 28.0,0.4684,0.4210,0.4106,,, , ,82% below-R of ctr,,,0.500,  NaN, 0.93,MTF30,0.55734,MTF20,0.62941,, ,  5.932, 0.0127, 0.7237,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,15 Y,Vertical, 0.88,  NaN, 32.1, 38.1,0.4829,0.4257,0.4472,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,16 Y,Vertical, 0.91,  NaN, 36.8, 32.4,0.4787,0.4269,0.4351,,, , ,38% below-L of ctr,,,0.500,  NaN, 0.25,MTF30,0.55628,MTF20,0.62054,, ,  4.928, 0.0125, 0.7162,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,17 Y,perpendicular, 1.05,  NaN, 32.4, 24.4,0.4587,0.4223,0.3508,,, , ,83% below-L of ctr,,,0.500,  NaN, 0.91,MTF30,0.51502,MTF20,0.54851,, ,  8.660, 0.0124, 0.7305,  0.0
sfrreg_example.jpg,2020-10-21 14:24:09,18 Y,Vertical, 0.97,  NaN, 15.4, 10.4,0.4493,0.4284,0.3655,,, , ,78% below-L of ctr,,,0.500,  NaN, 1.06,MTF30,0.53039,MTF20,0.60685,, ,  7.402, 0.0124, 0.7244,  0.0
sfr_example.jpg,2020-10-21 15:32:15,1 Y,Horizontal, 1.58,  NaN, 14.5,  1.4,0.3296,0.3281,0.0659,,, , ,42% top-R of ctr, ,,0.500,  NaN, 0.86,MTF30,0.37359,,, 0.036, ,  6.392, 0.2493, 0.8183,  0.2
checkerboard_example.jpg,2020-10-21 15:32:03,1 Y,Horizontal, 1.38,  NaN,  0.4,-12.0,0.5383,0.5383,0.5216,,, , ,4.2% below ctr  0_0_V,,,0.500,  NaN, 0.00,MTF30,0.98832,,,, ,  0.000, 0.1114, 0.9486,  0.1
checkerboard_example.jpg,2020-10-21 15:32:03,2 Y,Horizontal, 2.53,  NaN,  7.9,-36.2,0.2037,0.2037,0.0687,,, , ,89% top-L of ctr  -9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.27693,,,, ,  0.000, 0.0106, 0.2751,  0.1
checkerboard_example.jpg,2020-10-21 15:32:03,3 Y,Horizontal, 2.95,  NaN,  1.2,-23.5,0.1748,0.1748,0.0245,,, , ,91% top-R of ctr  9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.23277,,,, ,  0.418, 0.0094, 0.2485,  0.1
checkerboard_example.jpg,2020-10-21 15:32:03,4 Y,Horizontal, 1.84,  NaN,  8.6,-24.1,0.3182,0.3182,0.3539,,, , ,89% below-L of ctr  -9_4_V,,,0.500,  NaN, 0.00,MTF30,0.39484,,,, ,  0.000, 0.0105, 0.2723,  0.0
checkerboard_example.jpg,2020-10-21 15:32:03,5 Y,Horizontal, 2.40,  NaN, 12.7,-31.0,0.1970,0.1970,0.0564,,, , ,91% below-R of ctr  9_4_V,,,0.500,  NaN, 0.00,MTF30,0.27133,,,, , -0.290, 0.0092, 0.2699,  0.0
sfrplus_example.jpg,2020-10-21 15:32:20,1 Y,Horizontal, 1.46,  NaN, 13.3,  3.7,0.3377,0.3336,0.0227, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,6.3% left of ctr  0_0_L, 100,,0.500,  NaN, 0.03,MTF30,0.38245,,, 0.035,0.6, -5.432, 0.1906, 0.8116,  0.1
sfrplus_example.jpg,2020-10-21 15:32:20,2 Y,Horizontal, 1.50,  NaN, 14.4,  2.1,0.3416,0.3392,0.0401, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% left of ctr  -4_0_R_E, 100,,0.500,  NaN, 0.94,MTF30,0.38958,,, 0.034,0.6, -5.577, 0.1807, 0.8096,  0.0
sfrplus_example.jpg,2020-10-21 15:32:20,3 Y,Horizontal, 1.75,  NaN, 12.8, -4.8,0.3083,0.3083,0.0753, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% right of ctr  4_0_L_E, 100,,0.500,  NaN, 1.17,MTF30,0.35307,,, 0.035,0.6, -5.004, 0.1987, 0.8219,  0.1
sfrplus_example.jpg,2020-10-21 15:32:20,4 Y,Horizontal, 1.35,  NaN, 13.5,  6.0,0.3509,0.3440,0.0490, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% top ctr  0_-2_L_E, 100,,0.500,  NaN, 0.07,MTF30,0.39882,,, 0.030,0.6, -5.482, 0.1961, 0.7989,  0.3
sfrplus_example.jpg,2020-10-21 15:32:20,5 Y,Horizontal, 1.37,  NaN, 12.7,  4.4,0.3524,0.3470,0.0479, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% below ctr  0_2_L_E, 100,,0.500,  NaN, 0.09,MTF30,0.40158,,, 0.029,0.6, -5.411, 0.1686, 0.7971,  0.1
esfriso_example.jpg,2020-10-21 15:32:26,1 Y,Horizontal, 2.02,  NaN,  2.0,-25.7,0.2690,0.2688,0.1339,,, ,,6.9% left of ctr  0_0_L,,,0.500,  NaN, 0.10,MTF30,0.37818,,, 0.092,,  4.920, 0.3138, 0.4983,  0.9
esfriso_example.jpg,2020-10-21 15:32:26,2 Y,Horizontal, 2.26,  NaN,  1.5,-31.8,0.2616,0.2616,0.0547,,, ,,7.1% right of ctr  0_0_R,,,0.500,  NaN, 0.30,MTF30,0.35435,,, 0.089,,  5.003, 0.3152, 0.5006,  1.0
sfrreg_example.jpg,2020-10-21 15:32:31,1 Y,Vertical, 0.74,  NaN, 39.3, 37.8,0.5166,0.4517,0.5544,,, , ,4.5% left of ctr,,,0.500,  NaN, 0.08,MTF30,0.60258,MTF20,1.01,, , -6.599, 0.0124, 0.7319,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,2 Y,Vertical, 0.91,  NaN, 36.1, 38.5,0.5183,0.4503,0.5552,,, , ,2.6% right of ctr,,,0.500,  NaN, 0.17,MTF30,0.63017,MTF20,0.75774,, , -6.471, 0.0117, 0.7548,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,3 Y,Vertical, 1.30,  NaN, 26.3, 16.3,0.3658,0.3461,0.1085,,, , ,42% top-L of ctr,,,0.500,  NaN, 0.17,MTF30,0.41921,MTF20,0.4546,, , -7.629, 0.0129, 0.7255,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,4 Y,Vertical, 1.19,  NaN, 12.1,  7.7,0.3899,0.3779,0.2479,,, , ,36% top-L of ctr,,,0.500,  NaN, 0.06,MTF30,0.46554,MTF20,0.5529,, , -7.255, 0.0124, 0.7554,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,5 Y,Vertical, 2.30,  NaN, 18.8, -9.8,0.3555,0.3532,0.1419,,, , ,81% top-L of ctr,,,0.500,  NaN, 1.07,MTF30,0.42256,MTF20,0.4661,, , -7.186, 0.0129, 0.7265,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,6 Y,Vertical, 2.30,  NaN,  2.2,-25.5,0.2749,0.2749,0.0880,,, , ,76% top-L of ctr,,,0.500,  NaN, 1.08,MTF30,0.37329,MTF20,0.4262,, , -6.986, 0.0118, 0.7354,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,7 Y,Vertical, 1.14,  NaN, 14.6,  5.6,0.4329,0.4192,0.3348,,, , ,35% top-R of ctr,,,0.500,  NaN, 0.25,MTF30,0.51637,MTF20,0.57307,, ,  4.593, 0.0126, 0.7351,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,8 Y,Vertical, 1.34,  NaN, 26.0, 14.2,0.3794,0.3621,0.1271,,, , ,40% top-R of ctr,,,0.500,  NaN, 0.10,MTF30,0.43376,MTF20,0.46881,, ,  4.628, 0.0121, 0.7246,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,9 Y,perpendicular, 4.47,  NaN,  3.3,-37.2,0.2546,0.2546,0.1177,,, , ,75% top-R of ctr,,,0.500,  NaN, 1.30,MTF30,0.33702,MTF20,0.38251,, ,  9.886, 0.0113, 0.7245,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,10 Y,perpendicular, 2.77,  NaN, 12.7,-21.1,0.3091,0.3091,0.1046,,, , ,80% top-R of ctr,,,0.500,  NaN, 1.20,MTF30,0.38936,MTF20,0.43873,, , 10.524, 0.0123, 0.7263,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,11 Y,Vertical, 0.91,  NaN, 31.3, 29.0,0.4987,0.4371,0.4969,,, , ,36% below-R of ctr,,,0.500,  NaN, 0.16,MTF30,0.61075,MTF20,0.68685,, ,  6.299, 0.0126, 0.7274,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,12 Y,Vertical, 0.92,  NaN, 31.1, 28.9,0.4558,0.4115,0.3657,,, , ,42% below-R of ctr,,,0.500,  NaN, 0.19,MTF30,0.53218,MTF20,0.62078,, ,  5.477, 0.0125, 0.7379,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,13 Y,Vertical, 1.00,  NaN, 19.3, 12.0,0.4529,0.4186,0.4140,,, , ,75% below-R of ctr,,,0.500,  NaN, 0.74,MTF30,0.55747,MTF20,0.60979,, ,  7.320, 0.0125, 0.7414,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,14 Y,Vertical, 1.06,  NaN, 35.6, 28.0,0.4684,0.4210,0.4106,,, , ,82% below-R of ctr,,,0.500,  NaN, 0.93,MTF30,0.55734,MTF20,0.62941,, ,  5.932, 0.0127, 0.7237,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,15 Y,Vertical, 0.88,  NaN, 32.1, 38.1,0.4829,0.4257,0.4472,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,16 Y,Vertical, 0.91,  NaN, 36.8, 32.4,0.4787,0.4269,0.4351,,, , ,38% below-L of ctr,,,0.500,  NaN, 0.25,MTF30,0.55628,MTF20,0.62054,, ,  4.928, 0.0125, 0.7162,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,17 Y,perpendicular, 1.05,  NaN, 32.4, 24.4,0.4587,0.4223,0.3508,,, , ,83% below-L of ctr,,,0.500,  NaN, 0.91,MTF30,0.51502,MTF20,0.54851,, ,  8.660, 0.0124, 0.7305,  0.0
sfrreg_example.jpg,2020-10-21 15:32:31,18 Y,Vertical, 0.97,  NaN, 15.4, 10.4,0.4493,0.4284,0.3655,,, , ,78% below-L of ctr,,,0.500,  NaN, 1.06,MTF30,0.53039,MTF20,0.60685,, ,  7.402, 0.0124, 0.7244,  0.0
sfr_example.jpg,2020-10-21 16:19:21,1 Y,Horizontal, 1.58,  NaN, 14.5,  1.4,0.3296,0.3281,0.0659,,, , ,42% top-R of ctr, ,,0.500,  NaN, 0.86,MTF30,0.37359,,, 0.036, ,  6.392, 0.2493, 0.8183,  0.2
checkerboard_example.jpg,2020-10-21 16:19:10,1 Y,Horizontal, 1.38,  NaN,  0.4,-12.0,0.5383,0.5383,0.5216,,, , ,4.2% below ctr  0_0_V,,,0.500,  NaN, 0.00,MTF30,0.98832,,,, ,  0.000, 0.1114, 0.9486,  0.1
checkerboard_example.jpg,2020-10-21 16:19:10,2 Y,Horizontal, 2.53,  NaN,  7.9,-36.2,0.2037,0.2037,0.0687,,, , ,89% top-L of ctr  -9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.27693,,,, ,  0.000, 0.0106, 0.2751,  0.1
checkerboard_example.jpg,2020-10-21 16:19:10,3 Y,Horizontal, 2.95,  NaN,  1.2,-23.5,0.1748,0.1748,0.0245,,, , ,91% top-R of ctr  9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.23277,,,, ,  0.418, 0.0094, 0.2485,  0.1
checkerboard_example.jpg,2020-10-21 16:19:10,4 Y,Horizontal, 1.84,  NaN,  8.6,-24.1,0.3182,0.3182,0.3539,,, , ,89% below-L of ctr  -9_4_V,,,0.500,  NaN, 0.00,MTF30,0.39484,,,, ,  0.000, 0.0105, 0.2723,  0.0
checkerboard_example.jpg,2020-10-21 16:19:10,5 Y,Horizontal, 2.40,  NaN, 12.7,-31.0,0.1970,0.1970,0.0564,,, , ,91% below-R of ctr  9_4_V,,,0.500,  NaN, 0.00,MTF30,0.27133,,,, , -0.290, 0.0092, 0.2699,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,1 Y,Vertical, 0.74,  NaN, 39.3, 37.8,0.5166,0.4517,0.5544,,, , ,4.5% left of ctr,,,0.500,  NaN, 0.08,MTF30,0.60258,MTF20,1.01,, , -6.599, 0.0124, 0.7319,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,2 Y,Vertical, 0.91,  NaN, 36.1, 38.5,0.5183,0.4503,0.5552,,, , ,2.6% right of ctr,,,0.500,  NaN, 0.17,MTF30,0.63017,MTF20,0.75774,, , -6.471, 0.0117, 0.7548,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,3 Y,Vertical, 1.30,  NaN, 26.3, 16.3,0.3658,0.3461,0.1085,,, , ,42% top-L of ctr,,,0.500,  NaN, 0.17,MTF30,0.41921,MTF20,0.4546,, , -7.629, 0.0129, 0.7255,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,4 Y,Vertical, 1.19,  NaN, 12.1,  7.7,0.3899,0.3779,0.2479,,, , ,36% top-L of ctr,,,0.500,  NaN, 0.06,MTF30,0.46554,MTF20,0.5529,, , -7.255, 0.0124, 0.7554,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,5 Y,Vertical, 2.30,  NaN, 18.8, -9.8,0.3555,0.3532,0.1419,,, , ,81% top-L of ctr,,,0.500,  NaN, 1.07,MTF30,0.42256,MTF20,0.4661,, , -7.186, 0.0129, 0.7265,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,6 Y,Vertical, 2.30,  NaN,  2.2,-25.5,0.2749,0.2749,0.0880,,, , ,76% top-L of ctr,,,0.500,  NaN, 1.08,MTF30,0.37329,MTF20,0.4262,, , -6.986, 0.0118, 0.7354,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,7 Y,Vertical, 1.14,  NaN, 14.6,  5.6,0.4329,0.4192,0.3348,,, , ,35% top-R of ctr,,,0.500,  NaN, 0.25,MTF30,0.51637,MTF20,0.57307,, ,  4.593, 0.0126, 0.7351,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,8 Y,Vertical, 1.34,  NaN, 26.0, 14.2,0.3794,0.3621,0.1271,,, , ,40% top-R of ctr,,,0.500,  NaN, 0.10,MTF30,0.43376,MTF20,0.46881,, ,  4.628, 0.0121, 0.7246,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,9 Y,perpendicular, 4.47,  NaN,  3.3,-37.2,0.2546,0.2546,0.1177,,, , ,75% top-R of ctr,,,0.500,  NaN, 1.30,MTF30,0.33702,MTF20,0.38251,, ,  9.886, 0.0113, 0.7245,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,10 Y,perpendicular, 2.77,  NaN, 12.7,-21.1,0.3091,0.3091,0.1046,,, , ,80% top-R of ctr,,,0.500,  NaN, 1.20,MTF30,0.38936,MTF20,0.43873,, , 10.524, 0.0123, 0.7263,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,11 Y,Vertical, 0.91,  NaN, 31.3, 29.0,0.4987,0.4371,0.4969,,, , ,36% below-R of ctr,,,0.500,  NaN, 0.16,MTF30,0.61075,MTF20,0.68685,, ,  6.299, 0.0126, 0.7274,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,12 Y,Vertical, 0.92,  NaN, 31.1, 28.9,0.4558,0.4115,0.3657,,, , ,42% below-R of ctr,,,0.500,  NaN, 0.19,MTF30,0.53218,MTF20,0.62078,, ,  5.477, 0.0125, 0.7379,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,13 Y,Vertical, 1.00,  NaN, 19.3, 12.0,0.4529,0.4186,0.4140,,, , ,75% below-R of ctr,,,0.500,  NaN, 0.74,MTF30,0.55747,MTF20,0.60979,, ,  7.320, 0.0125, 0.7414,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,14 Y,Vertical, 1.06,  NaN, 35.6, 28.0,0.4684,0.4210,0.4106,,, , ,82% below-R of ctr,,,0.500,  NaN, 0.93,MTF30,0.55734,MTF20,0.62941,, ,  5.932, 0.0127, 0.7237,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,15 Y,Vertical, 0.88,  NaN, 32.1, 38.1,0.4829,0.4257,0.4472,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,16 Y,Vertical, 0.91,  NaN, 36.8, 32.4,0.4787,0.4269,0.4351,,, , ,38% below-L of ctr,,,0.500,  NaN, 0.25,MTF30,0.55628,MTF20,0.62054,, ,  4.928, 0.0125, 0.7162,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,17 Y,perpendicular, 1.05,  NaN, 32.4, 24.4,0.4587,0.4223,0.3508,,, , ,83% below-L of ctr,,,0.500,  NaN, 0.91,MTF30,0.51502,MTF20,0.54851,, ,  8.660, 0.0124, 0.7305,  0.0
sfrreg_example.jpg,2020-10-21 16:19:27,18 Y,Vertical, 0.97,  NaN, 15.4, 10.4,0.4493,0.4284,0.3655,,, , ,78% below-L of ctr,,,0.500,  NaN, 1.06,MTF30,0.53039,MTF20,0.60685,, ,  7.402, 0.0124, 0.7244,  0.0
esfriso_example.jpg,2020-10-21 16:19:32,1 Y,Horizontal, 2.02,  NaN,  2.0,-25.7,0.2690,0.2688,0.1339,,, ,,6.9% left of ctr  0_0_L,,,0.500,  NaN, 0.10,MTF30,0.37818,,, 0.092,,  4.920, 0.3138, 0.4983,  0.9
esfriso_example.jpg,2020-10-21 16:19:32,2 Y,Horizontal, 2.26,  NaN,  1.5,-31.8,0.2616,0.2616,0.0547,,, ,,7.1% right of ctr  0_0_R,,,0.500,  NaN, 0.30,MTF30,0.35435,,, 0.089,,  5.003, 0.3152, 0.5006,  1.0
